active,propertyId,propertyName,propertyURI,fhsId,propertyRating,ratingObject,propertyHeadline,media,city,stateProvinceName,stateAbbreviation,country,destinationId,destinationName,destinationURI,accolade,accoladeUri,accoladeIconUri,location,propertyType,regionId,secondaryRegion,newlyRated,sortName,lat,ratingDisplay,propertyFriendlyName,locationDisplay,long
True,kauai-hawaii/koa-kea-hotel-resort,Ko’a Kea Resort on Po’ipu Beach,/hotels/kauai-hawaii/koa-kea-resort-on-poipu-beach,5465,RECOMMENDED,"{'id': 'RECOMMENDED', 'display': 'Recommended', 'abbreviation': 'R', 'ratingValue': '', 'sequence': 3, 'isRated': True, 'archived': False, 'active': True}",A romantic Kauai paradise,,Koloa,Hawaii,HI,United States (HI),kauai-hawaii,Kauai,/destinations/kauai-hawaii,,,,"[None, None]",HOTEL,united-states,Hawaii,False,kokea resort on poipu beach,,Recommended,Ko'a Kea Resort on Po'ipu Beach,"Koloa, United States (HI)",
True,fiji-fiji/kokomo-private-island-fiji,Kokomo Private Island Fiji,/hotels/fiji-fiji/kokomo-private-island-fiji,6209,RECOMMENDED,"{'id': 'RECOMMENDED', 'display': 'Recommended', 'abbreviation': 'R', 'ratingValue': '', 'sequence': 3, 'isRated': True, 'archived': False, 'active': True}",All-inclusive luxury in Fiji,,Yaukuve Levu Island,,,Fiji,fiji-fiji,Fiji,/destinations/fiji-fiji,,,,"[None, None]",HOTEL,asia-pacific,Fiji,False,kokomo private island fiji,,Recommended,Kokomo Private Island Fiji,"Yaukuve Levu Island, Fiji",
True,mykonos-greece/kouros-hotel-suites,Kouros Hotel & Suites,/hotels/mykonos-greece/kouros-hotel-suites,7809,RECOMMENDED,"{'id': 'RECOMMENDED', 'display': 'Recommended', 'abbreviation': 'R', 'ratingValue': '', 'sequence': 3, 'isRated': True, 'archived': False, 'active': True}",Serenity in Mykonos,,Mykonos Town,,,Greece,mykonos-greece,Mykonos,/destinations/mykonos-greece,,,,"[None, None]",HOTEL,europe,Greece,False,kouros hotel  suites,,Recommended,Kouros Hotel & Suites,"Mykonos Town, Greece",
True,hong-kong-china/kowloon-shangri-la,Kowloon Shangri-La,/hotels/hong-kong-china/kowloon-shangri-la,456,FOUR_STAR,"{'id': 'FOUR_STAR', 'display': '4-Star Rated', 'abbreviation': '4', 'ratingValue': '4', 'sequence': 2, 'isRated': True, 'archived': False, 'active': True}",Vintage Hong Kong style by the harbour,,Hong Kong,,,China,hong-kong-china,Hong Kong,/destinations/hong-kong-china,,,,"[None, None]",HOTEL,asia-pacific,China,False,kowloon shangrila,,4-Star Rated,Kowloon Shangri-La,"Hong Kong, China",
True,maldives-maldives/kudadoo-maldives-private-island,Kudadoo Maldives Private Island,/hotels/maldives-maldives/kudadoo-maldives-private-island,7165,FIVE_STAR,"{'id': 'FIVE_STAR', 'display': '5-Star Rated', 'abbreviation': '5', 'ratingValue': '5', 'sequence': 1, 'isRated': True, 'archived': False, 'active': True}","An ultra-exclusive, all-inclusive sanctuary",,Lhaviyani Atoll,,,Maldives,maldives-maldives,Maldives,/destinations/maldives-maldives,,,,"[None, None]",HOTEL,asia-pacific,Maldives,False,kudadoo maldives private island,,5-Star Rated,Kudadoo Maldives Private Island,"Lhaviyani Atoll, Maldives",
True,swiss-alps/kulm-hotel-st-moritz,Kulm Hotel St. Moritz,/hotels/the-alps-switzerland/kulm-hotel-st-moritz,4923,FOUR_STAR,"{'id': 'FOUR_STAR', 'display': '4-Star Rated', 'abbreviation': '4', 'ratingValue': '4', 'sequence': 2, 'isRated': True, 'archived': False, 'active': True}",St. Moritz's alpine grand dame,,St. Moritz,,,Switzerland,the-alps,The Alps,/destinations/the-alps-switzerland,,,,"[None, None]",HOTEL,europe,Switzerland,False,kulm hotel st moritz,,4-Star Rated,Kulm Hotel St. Moritz,"St. Moritz, Switzerland",
True,st-lucia-saint-lucia/ladera-resort-saint-lucia,Ladera Resort Saint Lucia,/hotels/st-lucia-saint-lucia/ladera-resort-saint-lucia,1871,FOUR_STAR,"{'id': 'FOUR_STAR', 'display': '4-Star Rated', 'abbreviation': '4', 'ratingValue': '4', 'sequence': 2, 'isRated': True, 'archived': False, 'active': True}",An authentic St. Lucian paradise ,,Soufriere,,,St Lucia,st-lucia-saint-lucia,St. Lucia,/destinations/st-lucia-saint-lucia,,,,"[None, None]",HOTEL,caribbean-mexico-amp-mexico,Caribbean,False,laderresort saint lucia,,4-Star Rated,Ladera Resort Saint Lucia,"Soufriere, St Lucia",
True,the-adirondacks-new-york/lake-placid-lodge,Lake Placid Lodge,/hotels/the-adirondacks-new-york/lake-placid-lodge,753,RECOMMENDED,"{'id': 'RECOMMENDED', 'display': 'Recommended', 'abbreviation': 'R', 'ratingValue': '', 'sequence': 3, 'isRated': True, 'archived': False, 'active': True}",A historic lakeside lodge,,Lake Placid,New York,NY,United States (NY),the-adirondacks-new-york,The Adirondacks,/destinations/the-adirondacks-new-york,,,,"[None, None]",HOTEL,united-states,New York,False,lake placid lodge,,Recommended,Lake Placid Lodge,"Lake Placid, United States (NY)",
True,london-united-kingdom/the-lalit-london,The Lalit London,/hotels/london-united-kingdom/the-lalit-london,4608,RECOMMENDED,"{'id': 'RECOMMENDED', 'display': 'Recommended', 'abbreviation': 'R', 'ratingValue': '', 'sequence': 3, 'isRated': True, 'archived': False, 'active': True}",British charm meets Indian flavor in London,,London,,,United Kingdom,london-united-kingdom,London,/destinations/london-united-kingdom,,,,"[None, None]",HOTEL,europe,United Kingdom,False,lalit london,,Recommended,The Lalit London,"London, United Kingdom",
True,hong-kong-china/the-landmark-mandarin-oriental-hong-kong,"The Landmark Mandarin Oriental, Hong Kong",/hotels/hong-kong-china/the-landmark-mandarin-oriental-hong-kong,56,FIVE_STAR,"{'id': 'FIVE_STAR', 'display': '5-Star Rated', 'abbreviation': '5', 'ratingValue': '5', 'sequence': 1, 'isRated': True, 'archived': False, 'active': True}",An intimate and mod Hong Kong oasis,,Hong Kong,,,China,hong-kong-china,Hong Kong,/destinations/hong-kong-china,,,,"[None, None]",HOTEL,asia-pacific,China,False,landmark mandarin oriental hong kong,,5-Star Rated,"The Landmark Mandarin Oriental, Hong Kong","Hong Kong, China",
True,london-united-kingdom/the-lanesborough,The Lanesborough,/hotels/london-united-kingdom/the-lanesborough,547,FIVE_STAR,"{'id': 'FIVE_STAR', 'display': '5-Star Rated', 'abbreviation': '5', 'ratingValue': '5', 'sequence': 1, 'isRated': True, 'archived': False, 'active': True}",London's regal retreat,,London,,,United Kingdom,london-united-kingdom,London,/destinations/london-united-kingdom,,,,"[None, None]",HOTEL,europe,United Kingdom,False,lanesborough,,5-Star Rated,The Lanesborough,"London, United Kingdom",
True,boston-massachusetts/the-langham-boston,"The Langham, Boston",/hotels/boston-massachusetts/the-langham-boston,3307,FOUR_STAR,"{'id': 'FOUR_STAR', 'display': '4-Star Rated', 'abbreviation': '4', 'ratingValue': '4', 'sequence': 2, 'isRated': True, 'archived': False, 'active': True}",A refreshed historic icon,,Boston,Massachusetts,MA,United States (MA),boston-massachusetts,Boston,/destinations/boston-massachusetts,,,,"[None, None]",HOTEL,united-states,Massachusetts,False,langham boston,,4-Star Rated,"The Langham, Boston","Boston, United States (MA)",
True,chicago-illinois/the-langham-chicago,"The Langham, Chicago",/hotels/chicago-illinois/the-langham-chicago,1495,FIVE_STAR,"{'id': 'FIVE_STAR', 'display': '5-Star Rated', 'abbreviation': '5', 'ratingValue': '5', 'sequence': 1, 'isRated': True, 'archived': False, 'active': True}",Midcentury Modern masterpiece,,Chicago,Illinois,IL,United States (IL),chicago-illinois,Chicago,/destinations/chicago-illinois,,,,"[None, None]",HOTEL,united-states,Illinois,False,langham chicago,,5-Star Rated,"The Langham, Chicago","Chicago, United States (IL)",
True,hong-kong-china/the-langham-hong-kong,"The Langham, Hong Kong",/hotels/hong-kong-china/the-langham-hong-kong,478,FOUR_STAR,"{'id': 'FOUR_STAR', 'display': '4-Star Rated', 'abbreviation': '4', 'ratingValue': '4', 'sequence': 2, 'isRated': True, 'archived': False, 'active': True}",British high style in Hong Kong,,Hong Kong,,,China,hong-kong-china,Hong Kong,/destinations/hong-kong-china,,,,"[None, None]",HOTEL,asia-pacific,China,False,langham hong kong,,4-Star Rated,"The Langham, Hong Kong","Hong Kong, China",
True,los-angeles-california/the-langham-huntington-pasadena,"The Langham Huntington, Pasadena",/hotels/los-angeles-california/the-langham-huntington-pasadena,156,FOUR_STAR,"{'id': 'FOUR_STAR', 'display': '4-Star Rated', 'abbreviation': '4', 'ratingValue': '4', 'sequence': 2, 'isRated': True, 'archived': False, 'active': True}",Pasadena's grand and storied hotel,,Pasadena,California,CA,United States (CA),los-angeles-california,Los Angeles,/destinations/los-angeles-california,,,,"[None, None]",HOTEL,united-states,California,False,langham huntington pasadena,,4-Star Rated,"The Langham Huntington, Pasadena","Pasadena, United States (CA)",
True,london-united-kingdom/the-langham-london,"The Langham, London",/hotels/london-united-kingdom/the-langham-london,1096,FIVE_STAR,"{'id': 'FIVE_STAR', 'display': '5-Star Rated', 'abbreviation': '5', 'ratingValue': '5', 'sequence': 1, 'isRated': True, 'archived': False, 'active': True}",Historic luxury in London,,London,,,United Kingdom,london-united-kingdom,London,/destinations/london-united-kingdom,,,,"[None, None]",HOTEL,europe,United Kingdom,False,langham london,,5-Star Rated,"The Langham, London","London, United Kingdom",
True,melbourne-australia/the-langham-melbourne,"The Langham, Melbourne",/hotels/melbourne-australia/the-langham-melbourne,3533,RECOMMENDED,"{'id': 'RECOMMENDED', 'display': 'Recommended', 'abbreviation': 'R', 'ratingValue': '', 'sequence': 3, 'isRated': True, 'archived': False, 'active': True}",A stylish Melbourne landmark with views,,Melbourne,,,Australia,melbourne-australia,Melbourne,/destinations/melbourne-australia,,,,"[None, None]",HOTEL,asia-pacific,Australia,False,langham melbourne,,Recommended,"The Langham, Melbourne","Melbourne, Australia",
True,new-york-city-new-york/langham-place-new-york,"The Langham, New York, Fifth Avenue",/hotels/new-york-city-new-york/the-langham-new-york-fifth-avenue,3323,FOUR_STAR,"{'id': 'FOUR_STAR', 'display': '4-Star Rated', 'abbreviation': '4', 'ratingValue': '4', 'sequence': 2, 'isRated': True, 'archived': False, 'active': True}",Glamour in Midtown Manhattan ,,New York,New York,NY,United States (NY),new-york-city-new-york,New York City,/destinations/new-york-city-new-york,,,,"[None, None]",HOTEL,united-states,New York,False,langham new york fifth avenue,,4-Star Rated,"The Langham, New York, Fifth Avenue","New York, United States (NY)",
True,guangzhou-china/langham-place-guangzhou,"Langham Place, Guangzhou",/hotels/guangzhou-china/langham-place-guangzhou,2735,FOUR_STAR,"{'id': 'FOUR_STAR', 'display': '4-Star Rated', 'abbreviation': '4', 'ratingValue': '4', 'sequence': 2, 'isRated': True, 'archived': False, 'active': True}",An architecturally daring Guangzhou spot,,Guangzhou,,,China,guangzhou-china,Guangzhou,/destinations/guangzhou-china,,,,"[None, None]",HOTEL,asia-pacific,China,False,langham place guangzhou,,4-Star Rated,"Langham Place, Guangzhou","Guangzhou, China",
True,shenzhen-china/the-langham-shenzhen,"The Langham, Shenzhen",/hotels/shenzhen-china/the-langham-shenzhen,1399,RECOMMENDED,"{'id': 'RECOMMENDED', 'display': 'Recommended', 'abbreviation': 'R', 'ratingValue': '', 'sequence': 3, 'isRated': True, 'archived': False, 'active': True}",Time-honored luxury in China’s booming tech hub,,Shenzhen,,,China,shenzhen-china,Shenzhen,/destinations/shenzhen-china,,,,"[None, None]",HOTEL,asia-pacific,China,False,langham shenzhen,,Recommended,"The Langham, Shenzhen","Shenzhen, China",
True,sydney-australia/the-langham-sydney,"The Langham, Sydney",/hotels/sydney-australia/the-langham-sydney,3305,FOUR_STAR,"{'id': 'FOUR_STAR', 'display': '4-Star Rated', 'abbreviation': '4', 'ratingValue': '4', 'sequence': 2, 'isRated': True, 'archived': False, 'active': True}",A luxury hotel in Sydney’s Rocks district,,Sydney,,,Australia,sydney-australia,Sydney,/destinations/sydney-australia,,,,"[None, None]",HOTEL,asia-pacific,Australia,False,langham sydney,,4-Star Rated,"The Langham, Sydney","Sydney, Australia",
True,shanghai-china/the-langham-xintiandi-shanghai,"The Langham, Xintiandi, Shanghai",/hotels/shanghai-china/the-langham-xintiandi-shanghai,964,FOUR_STAR,"{'id': 'FOUR_STAR', 'display': '4-Star Rated', 'abbreviation': '4', 'ratingValue': '4', 'sequence': 2, 'isRated': True, 'archived': False, 'active': True}",East meets West in Shanghai,,Shanghai,,,China,shanghai-china,Shanghai,/destinations/shanghai-china,,,,"[None, None]",HOTEL,asia-pacific,China,False,langham xintiandi shanghai,,4-Star Rated,"The Langham, Xintiandi, Shanghai","Shanghai, China",
True,mexico-city-mexico/las-alcobas-a-luxury-collection-hotel-mexico-city,"Las Alcobas, A Luxury Collection Hotel, Mexico City",/hotels/mexico-city-mexico/las-alcobas-a-luxury-collection-hotel-mexico-city,2345,FOUR_STAR,"{'id': 'FOUR_STAR', 'display': '4-Star Rated', 'abbreviation': '4', 'ratingValue': '4', 'sequence': 2, 'isRated': True, 'archived': False, 'active': True}",Mexico City's stylish boutique find ,,Mexico City,,,Mexico,mexico-city-mexico,Mexico City,/destinations/mexico-city-mexico,,,,"[None, None]",HOTEL,caribbean-mexico-amp-mexico,Mexico,False,las alcobas luxury collection hotel mexico city,,4-Star Rated,"Las Alcobas, A Luxury Collection Hotel, Mexico City","Mexico City, Mexico",
True,los-cabos-mexico/las-ventanas-al-paraiso-a-rosewood-resort,"Las Ventanas al Paraíso, A Rosewood Resort",/hotels/los-cabos-mexico/las-ventanas-al-paraiso-a-rosewood-resort,2121,FIVE_STAR,"{'id': 'FIVE_STAR', 'display': '5-Star Rated', 'abbreviation': '5', 'ratingValue': '5', 'sequence': 1, 'isRated': True, 'archived': False, 'active': True}",Los Cabos' luxurious desert oasis,,San Jose del Cabo,,,Mexico,los-cabos-mexico,Los Cabos,/destinations/los-cabos-mexico,,,,"[None, None]",HOTEL,caribbean-mexico-amp-mexico,Mexico,False,las ventanas al paraiso rosewood resort,,5-Star Rated,"Las Ventanas al Paraiso, A Rosewood Resort","San Jose del Cabo, Mexico",
True,chicago-illinois/the-lasalle-chicago-autograph-collection,"The LaSalle Chicago, Autograph Collection",/hotels/chicago-illinois/the-lasalle-chicago-autograph-collection,7807,RECOMMENDED,"{'id': 'RECOMMENDED', 'display': 'Recommended', 'abbreviation': 'R', 'ratingValue': '', 'sequence': 3, 'isRated': True, 'archived': False, 'active': True}",Modern art deco elegance in the Second City,,Chicago,Illinois,IL,United States (IL),chicago-illinois,Chicago,/destinations/chicago-illinois,,,,"[None, None]",HOTEL,united-states,Illinois,True,lasalle chicago autograph collection,,Recommended,"The LaSalle Chicago, Autograph Collection","Chicago, United States (IL)",
True,monterey-carmel-big-sur-california/lauberge-carmel,L'Auberge Carmel,/hotels/monterey-carmel-big-sur-california/lauberge-carmel,1285,RECOMMENDED,"{'id': 'RECOMMENDED', 'display': 'Recommended', 'abbreviation': 'R', 'ratingValue': '', 'sequence': 3, 'isRated': True, 'archived': False, 'active': True}",European-inspired cottages near the coast ,,Carmel,California,CA,United States (CA),monterey-carmel-big-sur-california,"Monterey, Carmel and Big Sur",/destinations/monterey-carmel-big-sur-california,,,,"[None, None]",HOTEL,united-states,California,False,lauberge carmel,,Recommended,L'Auberge Carmel,"Carmel, United States (CA)",
True,sedona-arizona/lauberge-de-sedona,L'Auberge de Sedona,/hotels/sedona-arizona/lauberge-de-sedona,55,FOUR_STAR,"{'id': 'FOUR_STAR', 'display': '4-Star Rated', 'abbreviation': '4', 'ratingValue': '4', 'sequence': 2, 'isRated': True, 'archived': False, 'active': True}",Creekside charm in Sedona,,Sedona,Arizona,AZ,United States (AZ),sedona-arizona,Sedona,/destinations/sedona-arizona,,,,"[None, None]",HOTEL,united-states,Arizona,False,lauberge de sedona,,4-Star Rated,L'Auberge de Sedona,"Sedona, United States (AZ)",
True,riviera-maya-mexico/la-casa-de-la-playa,La Casa de la Playa,/hotels/riviera-maya-mexico/la-casa-de-la-playa,7479,FIVE_STAR,"{'id': 'FIVE_STAR', 'display': '5-Star Rated', 'abbreviation': '5', 'ratingValue': '5', 'sequence': 1, 'isRated': True, 'archived': False, 'active': True}",The Riviera Maya's living sculpture,,Solidaridad,,,Mexico,riviera-maya-mexico,Riviera Maya,/destinations/riviera-maya-mexico,,,,"[None, None]",HOTEL,caribbean-mexico-amp-mexico,Mexico,True,lcasa de la playa,,5-Star Rated,La Casa de la Playa,"Solidaridad, Mexico",
True,cancun-mexico/le-blanc-spa-resort,Le Blanc Spa Resort Cancun,/hotels/cancun-mexico/le-blanc-spa-resort-cancun,6849,FOUR_STAR,"{'id': 'FOUR_STAR', 'display': '4-Star Rated', 'abbreviation': '4', 'ratingValue': '4', 'sequence': 2, 'isRated': True, 'archived': False, 'active': True}",A chic Cancun oasis,,Cancun,,,Mexico,cancun-mexico,Cancun,/destinations/cancun-mexico,,,,"[None, None]",HOTEL,caribbean-mexico-amp-mexico,Mexico,False,le blanc spresort cancun,,4-Star Rated,Le Blanc Spa Resort Cancun,"Cancun, Mexico",
True,los-cabos-mexico/le-blanc-spa-resort-los-cabos,Le Blanc Spa Resort Los Cabos,/hotels/los-cabos-mexico/le-blanc-spa-resort-los-cabos,8130,FOUR_STAR,"{'id': 'FOUR_STAR', 'display': '4-Star Rated', 'abbreviation': '4', 'ratingValue': '4', 'sequence': 2, 'isRated': True, 'archived': False, 'active': True}","An adults-only, all-inclusive retreat",,San Jose del Cabo,,,Mexico,los-cabos-mexico,Los Cabos,/destinations/los-cabos-mexico,,,,"[None, None]",HOTEL,caribbean-mexico-amp-mexico,Mexico,True,le blanc spresort los cabos,,4-Star Rated,Le Blanc Spa Resort Los Cabos,"San Jose del Cabo, Mexico",
True,paris-france/le-bristol-paris,Le Bristol Paris,/hotels/paris-france/le-bristol-paris,2339,FIVE_STAR,"{'id': 'FIVE_STAR', 'display': '5-Star Rated', 'abbreviation': '5', 'ratingValue': '5', 'sequence': 1, 'isRated': True, 'archived': False, 'active': True}","Paris' elegant, luxurious palace",,Paris,,,France,paris-france,Paris,/destinations/paris-france,,,,"[None, None]",HOTEL,europe,France,False,le bristol paris,,5-Star Rated,Le Bristol Paris,"Paris, France",
True,swiss-alps/le-grand-bellevue,Le Grand Bellevue,/hotels/the-alps-switzerland/le-grand-bellevue,4903,FOUR_STAR,"{'id': 'FOUR_STAR', 'display': '4-Star Rated', 'abbreviation': '4', 'ratingValue': '4', 'sequence': 2, 'isRated': True, 'archived': False, 'active': True}",Updated elegance in Gstaad,,Gstaad,,,Switzerland,the-alps,The Alps,/destinations/the-alps-switzerland,,,,"[None, None]",HOTEL,europe,Switzerland,False,le grand bellevue,,4-Star Rated,Le Grand Bellevue,"Gstaad, Switzerland",
True,the-home-counties-united-kingdom/belmond-le-manoir-aux-quatsaisons,"Le Manoir aux Quat'Saisons, A Belmond Hotel, Oxfordshire",/hotels/the-home-counties-united-kingdom/le-manoir-aux-quatsaisons-a-belmond-hotel-oxfordshire,2951,FOUR_STAR,"{'id': 'FOUR_STAR', 'display': '4-Star Rated', 'abbreviation': '4', 'ratingValue': '4', 'sequence': 2, 'isRated': True, 'archived': False, 'active': True}",England's countryside culinary getaway,,Oxford,,,United Kingdom,the-home-counties-united-kingdom,The Home Counties,/destinations/the-home-counties-united-kingdom,,,,"[None, None]",HOTEL,europe,United Kingdom,False,le manoir aux quatsaisons belmond hotel oxfordshire,,4-Star Rated,"Le Manoir aux Quat'Saisons, A Belmond Hotel, Oxfordshire","Oxford, United Kingdom",
True,paris-france/le-meurice-dorchester-collection,"Le Meurice, Dorchester Collection",/hotels/paris-france/le-meurice-dorchester-collection,2347,FIVE_STAR,"{'id': 'FIVE_STAR', 'display': '5-Star Rated', 'abbreviation': '5', 'ratingValue': '5', 'sequence': 1, 'isRated': True, 'archived': False, 'active': True}",A regal retreat in Paris,,Paris,,,France,paris-france,Paris,/destinations/paris-france,,,,"[None, None]",HOTEL,europe,France,False,le meurice dorchester collection,,5-Star Rated,"Le Meurice, Dorchester Collection","Paris, France",
True,french-riviera-france/le-negresco,Le Negresco,/hotels/french-riviera-france/le-negresco,3885,FOUR_STAR,"{'id': 'FOUR_STAR', 'display': '4-Star Rated', 'abbreviation': '4', 'ratingValue': '4', 'sequence': 2, 'isRated': True, 'archived': False, 'active': True}",A palatial stay in the heart of Nice,,French Riviera,,,France,french-riviera-france,French Riviera,/destinations/french-riviera-france,,,,"[None, None]",HOTEL,europe,France,False,le negresco,,4-Star Rated,Le Negresco,"French Riviera, France",
True,paris-france/le-royal-monceau-raffles-paris,Le Royal Monceau — Raffles Paris,/hotels/paris-france/le-royal-monceau-raffles-paris,2337,FOUR_STAR,"{'id': 'FOUR_STAR', 'display': '4-Star Rated', 'abbreviation': '4', 'ratingValue': '4', 'sequence': 2, 'isRated': True, 'archived': False, 'active': True}","Splashy, modern Parisian style",,Paris,,,France,paris-france,Paris,/destinations/paris-france,,,,"[None, None]",HOTEL,europe,France,False,le royal monceau  raffles paris,,4-Star Rated,Le Royal Monceau — Raffles Paris,"Paris, France",
True,st-barts-st-barts/le-sereno,Le Sereno,/hotels/st-barts-st-barts/le-sereno,4482,RECOMMENDED,"{'id': 'RECOMMENDED', 'display': 'Recommended', 'abbreviation': 'R', 'ratingValue': '', 'sequence': 3, 'isRated': True, 'archived': False, 'active': True}",A beachy dream in St. Barts,,St. Barts,,,St Barts,st-barts-st-barts,St. Barts,/destinations/st-barts-st-barts,,,,"[None, None]",HOTEL,caribbean-mexico-amp-mexico,Caribbean,False,le sereno,,Recommended,Le Sereno,"St. Barts, St Barts",
True,amalfi-coast-italy/le-sirenuse,Le Sirenuse,/hotels/amalfi-coast-italy/le-sirenuse,6135,FIVE_STAR,"{'id': 'FIVE_STAR', 'display': '5-Star Rated', 'abbreviation': '5', 'ratingValue': '5', 'sequence': 1, 'isRated': True, 'archived': False, 'active': True}",Positano’s colorful cliffside retreat,,Positano,,,Italy,amalfi-coast-italy,Amalfi Coast,/destinations/amalfi-coast-italy,,,,"[None, None]",HOTEL,europe,Italy,False,le sirenuse,,5-Star Rated,Le Sirenuse,"Positano, Italy",
True,mumbai-india/the-leela-mumbai,The Leela Mumbai,/hotels/mumbai-india/the-leela-mumbai,6251,RECOMMENDED,"{'id': 'RECOMMENDED', 'display': 'Recommended', 'abbreviation': 'R', 'ratingValue': '', 'sequence': 3, 'isRated': True, 'archived': False, 'active': True}",Mumbai’s enchanting urban resort,,Mumbai,,,India,mumbai-india,Mumbai,/destinations/mumbai-india,,,,"[None, None]",HOTEL,asia-pacific,India,False,leela mumbai,,Recommended,The Leela Mumbai,"Mumbai, India",
True,the-alps/lefay-resort-spa-dolomiti,Lefay Resort & SPA Dolomiti,/hotels/the-dolomites-italy/lefay-resort-spa-dolomiti,7067,FOUR_STAR,"{'id': 'FOUR_STAR', 'display': '4-Star Rated', 'abbreviation': '4', 'ratingValue': '4', 'sequence': 2, 'isRated': True, 'archived': False, 'active': True}",An Alpine wellness retreat,,Dolomites,,,Italy,the-dolomites,The Dolomites,/destinations/the-dolomites-italy,,,,"[None, None]",HOTEL,europe,Italy,False,lefay resort  spdolomiti,,4-Star Rated,Lefay Resort & SPA Dolomiti,"Dolomites, Italy",
True,lake-como/lefay-resort-spa,Lefay Resort & SPA Lago di Garda,/hotels/lake-garda-italy/lefay-resort-spa-lago-di-garda,6449,FOUR_STAR,"{'id': 'FOUR_STAR', 'display': '4-Star Rated', 'abbreviation': '4', 'ratingValue': '4', 'sequence': 2, 'isRated': True, 'archived': False, 'active': True}",A wellness getaway in Lake Garda,,Lake Garda,,,Italy,lake-garda,Lake Garda,/destinations/lake-garda-italy,,,,"[None, None]",HOTEL,europe,Italy,False,lefay resort  splago di garda,,4-Star Rated,Lefay Resort & SPA Lago di Garda,"Lake Garda, Italy",
True,seoul-south-korea/lescape-hotel-seoul,L'Escape Hotel Seoul,/hotels/seoul-south-korea/lescape-hotel-seoul,6443,RECOMMENDED,"{'id': 'RECOMMENDED', 'display': 'Recommended', 'abbreviation': 'R', 'ratingValue': '', 'sequence': 3, 'isRated': True, 'archived': False, 'active': True}",French elegance in central Seoul,,Seoul,,,South Korea,seoul-south-korea,Seoul,/destinations/seoul-south-korea,,,,"[None, None]",HOTEL,asia-pacific,South Korea,False,lescape hotel seoul,,Recommended,L'Escape Hotel Seoul,"Seoul, South Korea",
True,paris-france/lhotel-du-collectionneur,L’Hotel du Collectionneur,/hotels/paris-france/lhotel-du-collectionneur,1779,RECOMMENDED,"{'id': 'RECOMMENDED', 'display': 'Recommended', 'abbreviation': 'R', 'ratingValue': '', 'sequence': 3, 'isRated': True, 'archived': False, 'active': True}",Paris' art deco legend ,,Paris,,,France,paris-france,Paris,/destinations/paris-france,,,,"[None, None]",HOTEL,europe,France,False,lhotel du collectionneur,,Recommended,L'Hotel du Collectionneur,"Paris, France",
True,boston-massachusetts/the-liberty-hotel-a-luxury-collection-hotel,"The Liberty Hotel, A Luxury Collection Hotel",/hotels/boston-massachusetts/the-liberty-hotel-a-luxury-collection-hotel,673,RECOMMENDED,"{'id': 'RECOMMENDED', 'display': 'Recommended', 'abbreviation': 'R', 'ratingValue': '', 'sequence': 3, 'isRated': True, 'archived': False, 'active': True}",Boston's see-and-be-seen hot spot,,Boston,Massachusetts,MA,United States (MA),boston-massachusetts,Boston,/destinations/boston-massachusetts,,,,"[None, None]",HOTEL,united-states,Massachusetts,False,liberty hotel a luxury collection hotel,,Recommended,"The Liberty Hotel, A Luxury Collection Hotel","Boston, United States (MA)",
True,aspen-colorado/the-little-nell,The Little Nell,/hotels/aspen-colorado/the-little-nell,1577,FIVE_STAR,"{'id': 'FIVE_STAR', 'display': '5-Star Rated', 'abbreviation': '5', 'ratingValue': '5', 'sequence': 1, 'isRated': True, 'archived': False, 'active': True}",A former miner town's hospitality gem ,,Aspen,Colorado,CO,United States (CO),aspen-colorado,Aspen,/destinations/aspen-colorado,,,,"[None, None]",HOTEL,united-states,Colorado,False,little nell,,5-Star Rated,The Little Nell,"Aspen, United States (CO)",
True,florida-keys-florida/little-palm-island-resort-spa,Little Palm Island Resort & Spa,/hotels/florida-keys-florida/little-palm-island-resort-spa,829,RECOMMENDED,"{'id': 'RECOMMENDED', 'display': 'Recommended', 'abbreviation': 'R', 'ratingValue': '', 'sequence': 3, 'isRated': True, 'archived': False, 'active': True}",A secluded Florida Keys hideaway,,Little Torch Key,Florida,FL,United States (FL),florida-keys-florida,Florida Keys,/destinations/florida-keys-florida,,,,"[None, None]",HOTEL,united-states,Florida,False,little palm island resort  spa,,Recommended,Little Palm Island Resort & Spa,"Little Torch Key, United States (FL)",
True,cancun-mexico/live-aqua-beach-resort-cancun,Live Aqua Beach Resort Cancun,/hotels/cancun-mexico/live-aqua-beach-resort-cancun,4132,RECOMMENDED,"{'id': 'RECOMMENDED', 'display': 'Recommended', 'abbreviation': 'R', 'ratingValue': '', 'sequence': 3, 'isRated': True, 'archived': False, 'active': True}",Cancun’s stylish adults-only getaway ,,Cancun,,,Mexico,cancun-mexico,Cancun,/destinations/cancun-mexico,,,,"[None, None]",HOTEL,caribbean-mexico-amp-mexico,Mexico,False,live aqubeach resort cancun,,Recommended,Live Aqua Beach Resort Cancun,"Cancun, Mexico",
